TEAM,MATCH UP,GAME DATE,W/L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTRATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
DEN,DEN @ OKC,01/09/2022,W,48,110,105.6,4.4,75.7,1.87,20,40,75,57,16.7,48.9,51.5,90,49
CLE,CLE @ GSW,01/09/2022,L,48,89.1,104.3,-15.2,65.6,1.11,16.8,26.1,56.7,43.4,20.7,47.3,49.4,92,45.6
NOP,NOP @ TOR,01/09/2022,L,48,113.5,115.4,-1.9,58.8,1.54,16.8,23.8,64,45.7,14.6,53.3,58.7,90,48.8
ATL,ATL @ LAC,01/09/2022,L,48,98.9,112.8,-13.8,54.3,1.46,15.7,18.2,67.3,44.1,13.8,49.4,53.8,94,45.7
SAC,SAC @ POR,01/09/2022,L,48,88.9,104,-15.2,60.6,1.67,15.6,18.5,73.6,45.8,12.1,42.9,46.7,99,45.9
MEM,MEM @ LAL,01/09/2022,W,48,125.7,119,6.7,70.2,2.36,22.3,34.1,69.8,53.6,13.9,61,63.4,100.5,58
SAS,SAS @ BKN,01/09/2022,L,53,103.5,107.1,-3.6,71.7,2.2,20.2,26.6,67.9,45.3,13,49.1,51.8,103.25,48.5
LAC,LAC vs. ATL,01/09/2022,W,48,112.8,98.9,13.8,54.5,1.85,18,32.7,81.8,55.9,13.8,54.3,55.7,94,54.3
HOU,HOU vs. MIN,01/09/2022,L,48,112.8,129.4,-16.5,67.4,2.38,20.1,26.8,66.7,46.9,11.9,54.6,56.3,109,42.5
WAS,WAS @ ORL,01/09/2022,W,48,106.3,103.1,3.2,63.9,1.77,16.9,31.5,74.1,53.6,13.5,47.2,51.7,96.5,51.7
LAL,LAL vs. MEM,01/09/2022,L,48,119,125.7,-6.7,57.8,2.17,18.3,30.2,65.9,46.4,12,53.6,56.5,100.5,42
OKC,OKC vs. DEN,01/09/2022,L,48,105.6,110,-4.4,76.3,3.22,22,25,60,43,10,48.3,50.9,90,51
DAL,DAL vs. CHI,01/09/2022,W,48,120.2,106.5,13.8,63.6,2.8,21.2,22.7,78.8,53.1,10.6,59.1,61.4,93.5,57.5
TOR,TOR vs. NOP,01/09/2022,W,48,115.4,113.5,1.9,50,1.38,14.2,36,76.2,54.3,14.3,50.6,56,90,51.2
MIN,MIN @ HOU,01/09/2022,W,48,129.4,112.8,16.5,67.3,3.36,22.4,33.3,73.2,53.1,10.1,57.9,60.1,109,57.5
CHI,CHI @ DAL,01/09/2022,L,48,106.5,120.2,-13.8,59,3.29,18.1,21.2,77.3,46.9,7.5,49.4,51.7,93.5,42.5
BKN,BKN vs. SAS,01/09/2022,W,53,107.1,103.5,3.6,55.3,1.18,16.8,32.1,73.4,54.7,19.5,52,56.2,103.25,51.5
MEM,MEM @ LAC,01/08/2022,W,48,119.4,104.9,14.6,59.1,2.6,17.2,37.9,68.3,53.4,9.7,50,54.1,103,59.6
ORL,ORL @ DET,01/08/2022,L,48,95.8,102.1,-6.3,86.2,1.92,18.2,26.7,76.9,50,13.5,41.9,47.9,95.5,46
BOS,BOS vs. NYK,01/08/2022,W,48,115.1,88.2,26.9,72.2,2.17,21,28.6,70.4,52.1,14,55.3,59.3,85.5,70.9
MIA,MIA @ PHX,01/08/2022,W,48,123,100,23,75,2.06,22.8,28.9,80,55.8,16,62.5,65,100,60.4
PHX,PHX vs. MIA,01/08/2022,L,48,100,123,-23,80,1.5,17.9,20,71.1,44.2,16,46.8,54.5,100,39.6
LAC,LAC vs. MEM,01/08/2022,L,48,104.9,119.4,-14.6,41,1.23,11.6,31.7,62.1,46.6,12.6,45.8,50.7,103,40.4
IND,IND vs. UTA,01/08/2022,W,48,125,114.1,10.9,68.2,3,21.7,20.5,77.8,51.2,10,63.8,66.4,99.5,58.5
UTA,UTA @ IND,01/08/2022,L,48,114.1,125,-10.9,50,1.33,15.5,22.2,79.5,48.8,15.2,56.5,61.2,99.5,41.5
NYK,NYK @ BOS,01/08/2022,L,48,88.2,115.1,-26.9,44.8,0.93,11.4,29.6,71.4,47.9,16.5,43.7,43.8,85.5,29.1
CHA,CHA vs. MIL,01/08/2022,W,48,111.8,103.9,7.8,65.9,2.64,19.7,28.3,72.7,49.6,10.8,52.5,53.5,102,52.7
MIL,MIL @ CHA,01/08/2022,L,48,103.9,111.8,-7.8,60,1.4,15.2,27.3,71.7,50.4,14.7,45.6,52.2,102,47.3
DET,DET vs. ORL,01/08/2022,W,48,102.1,95.8,6.3,60.5,1.77,17.7,23.1,73.3,50,13.7,49.4,51.6,95.5,54
DEN,DEN vs. SAC,01/07/2022,W,48,119.8,111,8.8,68.1,4,23.2,12.2,70.4,45.3,7.9,62.4,63.3,100.5,57.2
BKN,BKN vs. MIL,01/07/2022,L,48,112.4,124.7,-12.4,54.8,2.09,16.9,32,63.6,48.6,11.3,48.9,54.1,97,51.3
LAL,LAL vs. ATL,01/07/2022,W,48,125.2,111.3,13.9,74,4.63,24,19.2,70.7,46.4,7.5,57.9,61.3,106.5,58
DAL,DAL @ HOU,01/07/2022,W,48,125,101,24,69.4,2.13,22.4,29.2,83.9,58.7,15.4,63.9,63.5,104.5,63
TOR,TOR vs. UTA,01/07/2022,W,48,124.5,111.3,13.1,57.8,2.89,17.7,39.7,72.7,53.9,9.2,51,55,97.5,57.9
CLE,CLE @ POR,01/07/2022,W,48,122.6,108.6,14,56.4,2.44,17.5,23.9,63.3,46.2,9.7,59.4,61.4,93,56.8
CHI,CHI vs. WAS,01/07/2022,W,48,123.8,117.3,6.5,70.8,2.27,22.5,26.7,75,50.6,14.3,61,64.8,104.5,51.8
WAS,WAS @ CHI,01/07/2022,L,48,117.3,123.8,-6.5,62.2,1.87,19.6,25,73.3,49.4,14.4,55.1,61.3,104.5,48.2
MIN,MIN @ OKC,01/07/2022,W,48,129.8,101.9,27.9,78,2.6,25.3,28.9,69.6,51.5,14.4,65,66.8,103.5,65.2
PHI,PHI vs. SAS,01/07/2022,W,48,121.4,102,19.4,62.2,2.15,19.7,34.8,69.1,53.5,13.3,56.3,60.2,98,62.3
POR,POR vs. CLE,01/07/2022,L,48,108.6,122.6,-14,59.5,1.83,16.1,36.7,76.1,53.8,12.9,48.9,50.3,93,43.2
MIL,MIL @ BKN,01/07/2022,W,48,124.7,112.4,12.4,47.7,1.91,15.3,36.4,68,51.4,11.3,54.2,57.5,97,48.7
UTA,UTA @ TOR,01/07/2022,L,48,111.3,124.5,-13.1,59,1.1,17.4,27.3,60.3,46.1,21.6,58.6,60.7,97.5,42.1
ATL,ATL @ LAL,01/07/2022,L,48,111.3,125.2,-13.9,67.4,1.93,19.2,29.3,80.8,53.6,14.2,51.6,54.7,106.5,42
SAS,SAS @ PHI,01/07/2022,L,48,102,121.4,-19.4,57.9,1.83,16.1,30.9,65.2,46.5,12.2,46.2,49.6,98,37.7
HOU,HOU vs. DAL,01/07/2022,L,48,101,125,-24,45.9,1.31,13.1,16.1,70.8,41.3,12.4,49.4,53.1,104.5,37
OKC,OKC vs. MIN,01/07/2022,L,48,101.9,129.8,-27.9,72.2,1.3,17.8,30.4,71.1,48.5,19.4,48.9,53,103.5,34.8
SAC,SAC @ DEN,01/07/2022,L,48,111,119.8,-8.8,52.5,1.75,15.3,29.6,87.8,54.7,12,49.5,54.1,100.5,42.8
BOS,BOS @ NYK,01/06/2022,L,48,116.7,120,-3.3,57.9,1.69,18,23.3,65.4,46.3,14.4,58.1,61.2,90,51.6
LAC,LAC @ PHX,01/06/2022,L,48,89.9,108.2,-18.3,64.5,1.54,15.2,24.6,64.6,45.9,13.1,39.5,45.9,98.5,43.7
NYK,NYK vs. BOS,01/06/2022,W,48,120,116.7,3.3,57.5,2.09,17.6,34.6,76.7,53.7,12.2,54.4,55.9,90,48.4
NOP,NOP vs. GSW,01/06/2022,W,48,101,95,6,57.1,1.18,15,26.9,78,52,17,47,52.7,100.5,50.8
PHX,PHX vs. LAC,01/06/2022,W,48,108.2,89.9,18.3,50,2.75,15.4,35.4,75.4,54.1,8.2,45.8,47.6,98.5,56.3
GSW,GSW @ NOP,01/06/2022,L,48,95,101,-6,59.5,1.57,16.4,22,73.1,48,13.9,46.6,50.6,100.5,49.2
MEM,MEM vs. DET,01/06/2022,W,48,112.4,83.8,28.6,64.6,1.63,19.7,41.5,79.1,62.5,18.1,54.1,55.5,105,67.1
DET,DET @ MEM,01/06/2022,L,48,83.8,112.4,-28.6,67.6,1.77,16.2,20.9,58.5,37.5,12.4,39.4,42,105,32.9
TOR,TOR @ MIL,01/05/2022,W,48,113.6,108.8,4.8,57.1,1.6,17.3,28,70.8,49,14.6,56.2,58.5,102.5,50.9
MIL,MIL vs. TOR,01/05/2022,L,48,108.8,113.6,-4.8,57.9,1.22,15.9,29.2,72,51,17.6,54.7,57.5,102.5,49.1
MIA,MIA @ POR,01/05/2022,W,48,126.4,121.1,5.3,78.4,2.64,21.2,37.5,77.6,57.7,12.1,56.7,60.7,90.5,55.3
GSW,GSW @ DAL,01/05/2022,L,48,86.3,103.1,-16.8,60.6,1.18,15.9,21.6,71.2,48.2,17.9,43.8,46.6,95.5,44
OKC,OKC @ MIN,01/05/2022,L,48,92.8,100,-7.2,63.6,1.17,15.3,32.2,66.7,49.1,18.6,41.7,46,97.5,45
WAS,WAS vs. HOU,01/05/2022,L,48,102.8,106.5,-3.8,45,1.2,12.9,24.1,72.9,47.1,13.9,49.5,54.2,107.5,48
IND,IND vs. BKN,01/05/2022,L,48,121,127.7,-6.7,63.4,1.53,19.1,24.4,74.4,48.8,17,57.9,64.1,100.5,43.6
MIN,MIN vs. OKC,01/05/2022,W,48,100,92.8,7.2,63.9,1.44,16.4,33.3,67.8,50.9,16.3,46.7,49.6,97.5,55
HOU,HOU @ WAS,01/05/2022,W,48,106.5,102.8,3.8,37.5,0.71,11.1,27.1,75.9,52.9,19.6,52.4,57.5,107.5,52
POR,POR vs. MIA,01/05/2022,L,48,121.1,126.4,-5.3,54.5,3,15.3,22.4,62.5,42.3,6.7,51.9,58.1,90.5,44.7
CHA,CHA vs. DET,01/05/2022,W,48,134.6,107.8,26.8,81.3,2.29,25.7,26.3,78.8,56.7,16.3,74.1,74.7,103.5,62.7
PHI,PHI @ ORL,01/05/2022,W,48,114.9,103.9,10.9,60.5,1.53,19,23.9,68.6,47.4,16.8,57.6,60.7,101.5,59.5
BKN,BKN @ IND,01/05/2022,W,48,127.7,121,6.7,57.1,2.33,20.1,25.6,75.6,51.3,11.9,59.9,65.3,100.5,56.4
SAC,SAC vs. ATL,01/05/2022,L,48,102,109.1,-7.1,39.5,1.36,11.8,22.2,76.5,48.6,11,48.3,51.6,99.5,43.1
UTA,UTA @ DEN,01/05/2022,W,48,116.2,109,7.2,51.2,3.14,16.9,18.4,80.4,48.4,7.1,54.3,57.5,99.5,52.4
ORL,ORL vs. PHI,01/05/2022,L,48,103.9,114.9,-10.9,55,1.16,15.8,31.4,76.1,52.6,18.6,51.1,53.6,101.5,40.5
SAS,SAS @ BOS,01/05/2022,W,48,107.6,104.3,3.3,47.6,1.11,15.9,32.6,72.5,53.6,19.6,53.4,54.9,92.5,50.1
BOS,BOS vs. SAS,01/05/2022,L,48,104.3,107.6,-3.3,47.5,1.9,15.1,27.5,67.4,46.4,10.8,49.4,51.6,92.5,49.9
DET,DET @ CHA,01/05/2022,L,48,107.8,134.6,-26.8,60.5,2,18.6,21.2,73.7,43.3,12.6,54.3,55.1,103.5,37.3
DEN,DEN vs. UTA,01/05/2022,L,48,109,116.2,-7.2,64.3,2.25,19.9,19.6,81.6,51.6,12,54,57.6,99.5,47.6
DAL,DAL vs. GSW,01/05/2022,W,48,103.1,86.3,16.8,66.7,1.83,16.5,28.8,78.4,51.8,12.5,44.8,50.3,95.5,56
ATL,ATL @ SAC,01/05/2022,W,48,109.1,102,7.1,51.3,2,15.4,23.5,77.8,51.4,10.1,50,54.4,99.5,56.9
IND,IND @ NYK,01/04/2022,L,48,105.6,115.6,-9.9,68.8,1.83,17.7,25.5,66.7,44.1,13.5,48,52.2,89.5,41.8
NYK,NYK vs. IND,01/04/2022,W,48,115.6,105.6,9.9,43.6,1.7,14,33.3,74.5,55.9,11.1,52.5,56.3,89.5,58.2
TOR,TOR vs. SAS,01/04/2022,W,48,121.7,98.1,23.6,66.7,2.5,19.5,31.6,66.1,48.7,11.3,56.3,59.3,106,62.6
PHX,PHX @ NOP,01/04/2022,W,48,124.2,111.1,13.1,69.6,2.91,23.4,17.1,66.1,45.4,11.1,64.1,65.6,99,56.1
CLE,CLE vs. MEM,01/04/2022,L,48,109.3,113.4,-4.1,70,2.15,19.6,35.2,72,52.9,13.4,48.9,52.4,97,49.2
LAL,LAL vs. SAC,01/04/2022,W,48,123.2,115.2,8.1,49,4.8,17.1,31.5,73.8,50,5.1,55.1,56.6,99,51
SAC,SAC @ LAL,01/04/2022,L,48,115.2,123.2,-8.1,72.1,1.72,22,26.2,68.5,50,18.2,60.2,62.7,99,49
SAS,SAS @ TOR,01/04/2022,L,48,98.1,121.7,-23.6,65.9,1.35,17.9,33.9,68.4,51.3,18.9,47.9,50.3,106,37.4
MEM,MEM @ CLE,01/04/2022,W,48,113.4,109.3,4.1,50,2.33,16,28,64.8,47.1,9.3,51.7,55.2,97,50.8
NOP,NOP vs. PHX,01/04/2022,L,48,111.1,124.2,-13.1,77.8,2.33,19.3,33.9,82.9,54.6,12.1,46.1,53.4,99,43.9
HOU,HOU @ PHI,01/03/2022,L,48,108.7,129.1,-20.5,67.6,2.27,17.6,22.8,68.1,43.3,10.6,50,54.6,103.5,39.9
MIA,MIA @ GSW,01/03/2022,L,48,105.9,111.7,-5.8,64.9,1.26,16.8,31.5,81.3,54.9,18.6,50.6,54.9,102.5,42.2
CHA,CHA @ WAS,01/03/2022,L,48,115.2,119.2,-4,56,3.11,19,24.6,74.5,47.1,8.6,54.8,55.1,104.5,47.3
MIL,MIL vs. DET,01/03/2022,L,48,107.1,117.3,-10.3,53.8,2.63,16,22.2,74,47.1,8.1,48.4,52.1,98.5,48.2
LAC,LAC vs. MIN,01/03/2022,L,48,105.1,122,-16.9,56.4,1.05,17.1,20.5,66.7,45.2,21.2,57.1,60.8,99.5,43.5
ORL,ORL @ CHI,01/03/2022,L,48,99,103,-4,66.7,1.85,18.2,18,78.4,48.5,13.1,48.2,52.7,99,49.3
BKN,BKN vs. MEM,01/03/2022,L,48,105.1,119.2,-14.1,75.7,2.15,20.4,20.4,53.4,38.3,13.1,50.6,55.7,99,46.3
MEM,MEM @ BKN,01/03/2022,W,48,119.2,105.1,14.1,50,1.85,16,46.6,79.6,61.7,13.1,52,53,99,53.7
DAL,DAL vs. DEN,01/03/2022,W,48,109.6,93.7,15.9,65.7,2.09,18.9,11.4,61.5,34.9,11.7,53.8,59,94.5,58.2
DET,DET @ MIL,01/03/2022,W,48,117.3,107.1,10.3,70.5,2.21,22,26,77.8,52.9,14.3,58.2,59.2,98.5,51.8
NOP,NOP vs. UTA,01/03/2022,L,48,106.1,118.6,-12.4,53.8,2.1,15,33.9,75.6,51.4,10.2,46.4,48.7,97.5,43.9
PHI,PHI vs. HOU,01/03/2022,W,48,129.1,108.7,20.5,66,2.36,21.9,31.9,77.2,56.7,13.6,60.9,64.3,103.5,60.1
WAS,WAS vs. CHA,01/03/2022,W,48,119.2,115.2,4,65,1.73,18.3,25.5,75.4,52.9,14.4,55.2,61.6,104.5,52.7
UTA,UTA @ NOP,01/03/2022,W,48,118.6,106.1,12.4,53.7,1.47,16.9,24.4,66.1,48.6,15.5,59.4,62.2,97.5,56.1
CHI,CHI vs. ORL,01/03/2022,W,48,103,99,4,45.9,1.31,13.4,21.6,82,51.5,13.1,49.4,53.1,99,50.7
ATL,ATL @ POR,01/03/2022,L,48,132.3,137.4,-5.1,64.6,2.38,21.8,28.6,68.2,48.8,13.1,62.5,66.5,99,47.4
DEN,DEN @ DAL,01/03/2022,L,48,93.7,109.6,-15.9,67.7,0.81,16,38.5,88.6,65.1,27.4,50.7,55.8,94.5,41.8
POR,POR vs. ATL,01/03/2022,W,48,137.4,132.3,5.1,61.7,2.9,20.4,31.8,71.4,51.2,10.1,62.9,67.1,99,52.6
MIN,MIN @ LAC,01/03/2022,W,48,122,105.1,16.9,69.4,2,22.8,33.3,79.5,54.8,17,61.3,62.9,99.5,56.5
GSW,GSW vs. MIA,01/03/2022,W,48,111.7,105.9,5.8,86.7,3.25,25.8,18.8,68.5,45.1,11.7,56.5,58.8,102.5,57.8
CHA,CHA vs. PHX,01/02/2022,L,48,94.3,126.7,-32.4,69.2,1.5,19.3,18,58.8,38.6,17.1,51.2,52.5,105,37
MIA,MIA @ SAC,01/02/2022,L,48,115.3,118.6,-3.3,56.5,2.89,17.7,40.7,77.5,55.6,9.2,48.1,51.2,97.5,47.6
NYK,NYK @ TOR,01/02/2022,L,48,106.1,120,-13.9,62.9,1.22,16.7,24.4,56.5,40.7,18.2,52.6,58.1,99.5,43.4
MIN,MIN @ LAL,01/02/2022,L,48,103,106.9,-3.9,51.2,0.88,14.6,43.4,84.1,61.9,24,49.5,52,100.5,46.6
CLE,CLE vs. IND,01/02/2022,W,48,113.7,109.5,4.2,63.4,2.36,19,34,75,54.1,11.6,50,53.8,95,55.9
TOR,TOR vs. NYK,01/02/2022,W,48,120,106.1,13.9,51.2,1.24,15,43.5,75.6,59.3,17,55.2,60.5,99.5,56.6
OKC,OKC vs. DAL,01/02/2022,L,48,91.5,101.1,-9.6,57.1,1.82,16.4,15.4,74.5,43.4,11.7,47.1,48.3,94,43.1
PHX,PHX @ CHA,01/02/2022,W,48,126.7,94.3,32.4,69.2,2.12,22.2,41.2,82,61.4,16.2,58.7,61.4,105,63
ORL,ORL @ BOS,01/02/2022,L,53,100.9,106.4,-5.5,42.5,1.06,12,26.3,76,49.5,14.5,46.8,51.9,99.17,45.5
SAC,SAC vs. MIA,01/02/2022,W,48,118.6,115.3,3.3,77.5,1.94,22.6,22.5,59.3,44.4,16.5,59.6,64,97.5,52.4
LAL,LAL vs. MIN,01/02/2022,W,48,106.9,103,3.9,55.6,1.11,15.6,15.9,56.6,38.1,17.8,56.7,61.5,100.5,53.4
BOS,BOS vs. ORL,01/02/2022,W,53,106.4,100.9,5.5,64.1,1.14,17.2,24,73.7,50.5,20.2,52.9,59,99.17,54.5
DAL,DAL @ OKC,01/02/2022,W,48,101.1,91.5,9.6,73.7,1.75,20.9,25.5,84.6,56.6,17,52.9,53.9,94,56.9
IND,IND @ CLE,01/02/2022,L,48,109.5,113.7,-4.2,64.9,1.71,18.5,25,66,45.9,14.7,56,58.3,95,44.1
WAS,WAS vs. CHI,01/01/2022,L,48,114.4,116.5,-2.1,56.5,2.17,18.8,17.4,84.4,50.5,11.5,56.3,60.4,103.5,54.1
NOP,NOP @ MIL,01/01/2022,L,48,104.6,124.8,-20.1,71.8,1.87,18.5,25,80,48.6,13.9,49.5,52.2,108.5,41.1
GSW,GSW @ UTA,01/01/2022,W,48,123,117.2,5.8,84.8,2.6,26,25,64.8,46.9,15,63.4,64.6,99.5,58.5
DET,DET vs. SAS,01/01/2022,W,53,104.5,103.6,0.9,43.9,0.86,11.5,41.3,67.2,54.3,18.8,45,50.6,101.43,51.7
LAC,LAC @ BKN,01/01/2022,W,48,115.4,111.5,3.8,54.8,2.09,16.9,18,66.1,43.4,10.6,57,60.2,104,50
BKN,BKN vs. LAC,01/01/2022,L,48,111.5,115.4,-3.8,61.9,1.73,17.4,33.9,82,56.6,14.4,49,53.7,104,50
DEN,DEN @ HOU,01/01/2022,W,48,121.6,108.8,12.7,71.7,1.83,22.1,37.5,70,55.6,17.6,59.3,63.3,102,60.8
HOU,HOU vs. DEN,01/01/2022,L,48,108.8,121.6,-12.7,54.1,1.11,14.6,30,62.5,44.4,17.6,52.9,58.1,102,39.2
MIL,MIL vs. NOP,01/01/2022,W,48,124.8,104.6,20.1,55.1,1.93,18.8,20,75,51.4,12.8,65.8,68.1,108.5,58.9
SAS,SAS @ DET,01/01/2022,L,53,103.6,104.5,-0.9,71.4,1.76,18.4,32.8,58.7,45.7,15.2,47.1,50.7,101.43,48.3
CHI,CHI @ WAS,01/01/2022,W,48,116.5,114.4,2.1,41.5,1.13,13.4,15.6,82.6,49.5,14.6,58.9,63.2,103.5,45.9
UTA,UTA vs. GSW,01/01/2022,L,48,117.2,123,-5.8,47.5,1.46,14,35.2,75,53.1,13.1,51.1,55.6,99.5,41.5
SAS,SAS @ MEM,12/31/2021,L,48,104,119.2,-15.2,61.5,2.18,17.4,23.2,66.1,44.6,10.9,50,52.2,100,43
POR,POR @ LAL,12/31/2021,L,48,106,139,-33,52.8,2.11,13.2,36.8,85,54.6,9,41.2,46.5,100,32.1
UTA,UTA vs. MIN,12/31/2021,W,48,120,108,12,48.6,1,13.6,33.3,75.9,57.3,18,54.5,62.5,100,57.3
IND,IND vs. CHI,12/31/2021,L,48,106,106.9,-0.9,60.5,1.35,16,36.8,76.5,55.6,17,46.2,51.1,100.5,47.6
MEM,MEM vs. SAS,12/31/2021,W,48,119.2,104,15.2,57.1,2.8,19.2,33.9,76.8,55.4,10.1,52.9,54.1,100,57
TOR,TOR vs. LAC,12/31/2021,W,48,118.4,113.7,4.7,47.5,2.71,13.6,40.7,87.8,60,7.1,47.4,52.5,96.5,50
SAC,SAC vs. DAL,12/31/2021,L,48,101.1,119.1,-18.1,65.8,2.5,18.9,24.5,71.8,44.6,10.5,47.3,49.9,94.5,38.7
BOS,BOS vs. PHX,12/31/2021,W,48,125.5,109.1,16.4,62.2,1.56,19.9,38.5,66.7,55.6,18.4,60.2,65.1,98.5,62.3
LAC,LAC @ TOR,12/31/2021,L,48,113.7,118.4,-4.7,71.1,2.08,21.3,12.2,59.3,40,13.7,58.3,62.5,96.5,50
MIA,MIA @ HOU,12/31/2021,W,48,116.5,107.8,8.7,52.5,1.5,15.4,27.7,67.3,48.5,13.6,54.7,60.2,102.5,57.2
DAL,DAL @ SAC,12/31/2021,W,48,119.1,101.1,18.1,71.4,2.31,22.2,28.2,75.5,55.4,13.8,57.4,61.8,94.5,61.3
OKC,OKC vs. NYK,12/31/2021,W,48,101.1,85.1,16,58.3,2.1,17.1,15.4,83.6,50.5,10.6,51.7,52.7,94,58.9
PHX,PHX @ BOS,12/31/2021,L,48,109.1,125.5,-16.4,48.8,2,14.4,33.3,61.5,44.4,10.1,46.5,50.4,98.5,37.7
CHI,CHI @ IND,12/31/2021,W,48,106.9,106,0.9,62.9,2,16.3,23.5,63.2,44.4,10.9,47.7,54.4,100.5,52.4
MIN,MIN @ UTA,12/31/2021,L,48,108,120,-12,57.5,2.3,16.8,24.1,66.7,42.7,10,50.5,52.6,100,42.7
HOU,HOU vs. MIA,12/31/2021,L,48,107.8,116.5,-8.7,51.2,1.17,15,32.7,72.3,51.5,17.6,51.6,54.7,102.5,42.8
CLE,CLE vs. ATL,12/31/2021,L,48,124.2,128.7,-4.5,56.3,3,20.6,25,74.1,53.2,9.5,61.9,62.4,94.5,52
NYK,NYK @ OKC,12/31/2021,L,48,85.1,101.1,-16,40,1.2,10.4,16.4,84.6,49.5,10.6,42,44.1,94,41.1
ATL,ATL @ CLE,12/31/2021,W,48,128.7,124.2,4.5,53.5,11.5,17.6,25.9,75,46.8,2.1,52.6,56.9,94.5,48
LAL,LAL vs. POR,12/31/2021,W,48,139,106,33,57.4,3.86,20.3,15,63.2,45.4,7,66.5,70.8,100,67.9
ORL,ORL vs. MIL,12/30/2021,L,48,114.6,133.3,-18.8,61.9,2.6,19,19.1,58.7,38.7,9.7,55.7,59.7,102.5,41.2
PHI,PHI @ BKN,12/30/2021,W,48,115.8,108.5,7.3,52.4,2.75,15.9,34.9,67.4,48.6,8.4,48.5,50.6,94.5,49.9
MIL,MIL @ ORL,12/30/2021,W,48,133.3,114.6,18.8,53.3,1.85,16.6,41.3,80.9,61.3,12.7,56.6,63.6,102.5,58.8
BKN,BKN vs. PHI,12/30/2021,L,48,108.5,115.8,-7.3,56.8,1.17,16.2,32.6,65.1,51.4,19.1,50,54.9,94.5,50.1
WAS,WAS vs. CLE,12/30/2021,W,48,115.8,97.9,17.9,60,3.38,20.1,25,75.5,51.5,8.4,55,56.4,95,60.7
CLE,CLE @ WAS,12/30/2021,L,48,97.9,115.8,-17.9,57.1,1.54,15.6,24.5,75,48.5,13.7,47,49.9,95,39.3
MEM,MEM vs. LAL,12/29/2021,W,48,109.5,103.1,6.3,51.4,1.38,14,30.2,70.8,49.5,13.7,47.1,53.2,95.5,56.2
DET,DET vs. NYK,12/29/2021,L,48,88.5,97.9,-9.4,63.3,1.12,15.2,21.2,74.5,47.6,17.7,44.4,48,96,42
CHA,CHA @ IND,12/29/2021,W,48,111.5,102.9,8.7,61.4,1.93,19.1,21.3,72.7,49,13.5,57.1,58.5,104.5,56.9
NYK,NYK @ DET,12/29/2021,W,48,97.9,88.5,9.4,61.3,1.12,14.8,25.5,78.8,52.4,17.7,43.2,50.6,96,58
POR,POR vs. UTA,12/29/2021,L,48,108.2,125,-16.8,62.2,2.09,16.9,29.6,69.4,48.5,11.3,50,53.3,96.5,42.6
SAC,SAC vs. DAL,12/29/2021,W,48,105.6,104.4,1.1,58.3,1.4,17.6,20,73.3,48.2,16.7,54.7,58.2,90,49.8
BOS,BOS vs. LAC,12/29/2021,L,48,93.2,102.2,-9.1,54.3,2.38,14.3,38.8,61.2,48.3,9.1,36.6,38.7,88.5,42.5
UTA,UTA @ POR,12/29/2021,W,48,125,108.2,16.8,47.8,2,16.5,30.6,70.4,51.5,11.5,57.5,59.4,96.5,57.4
IND,IND vs. CHA,12/29/2021,L,48,102.9,111.5,-8.7,69.4,1.39,17.2,27.3,78.7,51,17.1,51.7,54.7,104.5,43.1
CHI,CHI vs. ATL,12/29/2021,W,48,127.2,111.4,15.8,73.1,2.53,25.7,20.6,71.2,51.2,14.6,67.9,69.9,104,60.2
OKC,OKC @ PHX,12/29/2021,L,48,98,117.3,-19.4,50,1.58,13.8,34.5,62,47.2,12.1,43.2,47.1,98.5,37.1
LAC,LAC @ BOS,12/29/2021,W,48,102.2,93.2,9.1,51.5,1.06,13.6,38.8,61.2,51.7,18,47.5,51.4,88.5,57.5
LAL,LAL @ MEM,12/29/2021,L,48,103.1,109.5,-6.3,61.5,1.33,17.9,29.2,69.8,50.5,18.8,54.1,55.3,95.5,43.8
PHX,PHX vs. OKC,12/29/2021,W,48,117.3,98,19.4,53.7,1.47,15.8,38,65.5,52.8,15.3,52.8,56.8,98.5,62.9
ATL,ATL @ CHI,12/29/2021,L,48,111.4,127.2,-15.8,59.1,2.36,17.8,28.8,79.4,48.8,10.5,53.8,56.6,104,39.8
DAL,DAL @ SAC,12/29/2021,L,48,104.4,105.6,-1.1,60.5,1.77,18.4,26.7,80,51.8,14.4,52.5,54.2,90,50.2
MIA,MIA vs. WAS,12/28/2021,W,48,126.6,117.9,8.7,63.4,3.25,19.1,30.2,66.7,46.9,8.5,53.3,58.3,94.5,54.6
DEN,DEN @ GSW,12/28/2021,W,48,95.7,91.5,4.2,70.6,1.5,18,30.2,75.5,52,17.2,45.8,48.5,93.5,54.5
TOR,TOR vs. PHI,12/28/2021,L,48,114.7,121.3,-6.5,63.2,2.4,17.9,30,80,53.7,10.5,52.3,56.4,94.5,46.5
NOP,NOP vs. CLE,12/28/2021,W,48,113.7,109.5,4.2,66.7,1.85,18.3,25.5,77.4,53,13.7,55,59.1,95,51.5
LAL,LAL @ HOU,12/28/2021,W,48,129.4,121.8,7.6,56.3,2.25,18.5,37.5,81,57.8,11.8,59.8,63,101.5,53.3
HOU,HOU vs. LAL,12/28/2021,L,48,121.8,129.4,-7.6,54.5,1.71,18.2,19,62.5,42.2,13.9,62.7,65.4,101.5,46.7
