TEAM,MATCH UP,GAME DATE,W/L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTRATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
CLE,CLE vs. BKN,11/25/2019,L,48,111.6,113.7,-2.1,60,2,17.3,36.2,70,51.9,12.6,49.5,51.6,95,44.9
SAS,SAS vs. LAL,11/25/2019,L,48,113,121.3,-8.2,56.1,1.77,17.7,31.3,71.4,51.5,14.1,52.3,55,93,43.8
SAC,SAC @ BOS,11/25/2019,L,48,112.1,114.4,-2.4,75.7,1.65,21.1,33.3,61.7,47.8,18.7,58.2,59.6,90.5,49.3
CHA,CHA @ MIA,11/25/2019,L,48,104.2,119.4,-15.2,69.4,1.79,18.5,24.6,66.7,41.7,14.6,46.6,51,97,37.5
NOP,NOP @ LAC,11/24/2019,L,48,106.9,131.4,-24.5,60.5,2.89,18.4,23.7,67.2,45.3,8.8,50.5,51.5,102,38.6
NYK,NYK vs. BKN,11/24/2019,L,48,106.3,108.4,-2.1,59.5,1.16,16.9,27.7,76,52.6,20,57.5,58,95,47.8
HOU,HOU vs. DAL,11/24/2019,L,48,112.8,124.5,-11.7,57.8,2.36,17.2,28.1,72.4,50.4,10.1,51,55.1,109.5,45.6
WAS,WAS vs. SAC,11/24/2019,L,48,105,111.9,-6.9,69,1.71,20,29.4,79.5,52.6,16.8,52.7,54.5,101,45.2
DEN,DEN vs. PHX,11/24/2019,W,48,126.1,111.8,14.3,55.8,2.18,17.6,39.2,80.5,57.6,12,54.9,57.4,92.5,53
PHX,PHX @ DEN,11/24/2019,L,48,111.8,126.1,-14.3,61,2.08,19.8,19.5,60.8,42.4,12.9,57.3,59.6,92.5,47
SAC,SAC @ WAS,11/24/2019,W,48,111.9,105,6.9,56.4,1.57,16.7,20.5,70.6,47.4,13.9,54.9,60.5,101,54.8
BKN,BKN @ NYK,11/24/2019,W,48,108.4,106.3,2.1,58.1,1.5,14.4,24,72.3,47.4,12.6,49.4,56,95,52.2
DAL,DAL @ HOU,11/24/2019,W,48,124.5,112.8,11.7,57.1,2.33,18.3,27.6,71.9,49.6,10.9,56.4,59.9,109.5,54.4
LAC,LAC vs. NOP,11/24/2019,W,48,131.4,106.9,24.5,58.7,3.38,18.2,32.8,76.3,54.7,7.8,55.1,59.5,102,61.4
SAS,SAS @ NYK,11/23/2019,W,48,109.9,103,6.9,65,1.18,19,24.4,80,56.3,21.8,61.3,63.6,101,54.5
CHA,CHA vs. CHI,11/23/2019,L,48,117.3,119.6,-2.2,59.1,1.3,19.1,30,68.5,52.1,20.4,62.5,64.1,97.5,51.8
PHX,PHX @ MIN,11/23/2019,W,48,99,96.1,2.9,66.7,3.14,16.1,22.2,77.2,48.3,6.9,39.6,46.5,101.5,51.9
MIA,MIA @ PHI,11/23/2019,L,48,90.5,117.7,-27.2,40,0.67,10.1,24,71.4,45.7,18.9,44,49.5,95.5,33.1
ATL,ATL vs. TOR,11/23/2019,L,48,114.9,119,-4.1,68.1,2.13,22.4,22.7,64,44.7,14.9,60,61.2,100.5,51.7
MEM,MEM vs. LAL,11/23/2019,L,48,110.2,109,1.2,65.1,1.27,19.6,35.4,70.6,53.5,22.4,56.2,57,99,51.4
CLE,CLE vs. POR,11/23/2019,W,48,112.2,107.2,5,51.4,1.46,14.3,33.3,86.3,59.8,13.3,48.3,54.4,97.5,54.3
UTA,UTA vs. NOP,11/23/2019,W,48,120.8,111.1,9.6,69,1.61,20.1,22,76.3,54,17,60.4,66.3,107,57.7
PHI,PHI vs. MIA,11/23/2019,W,48,117.7,90.5,27.2,66.7,1.87,20.6,28.6,76,54.3,15.6,59,62.4,95.5,66.9
IND,IND vs. ORL,11/23/2019,W,48,113.3,108.2,5.1,60.5,1.37,19.7,27.8,74,54.7,19.4,60.8,64.5,98,55.4
DET,DET @ MIL,11/23/2019,L,48,89.1,102,-12.9,59.5,1.38,16.5,19.6,74,45.3,15.8,46.2,47.2,101.5,39.5
MIL,MIL vs. DET,11/23/2019,W,48,102,89.1,12.9,61,1.19,18,26,80.4,54.7,20.6,56.5,56.6,101.5,60.5
NOP,NOP @ UTA,11/23/2019,L,48,111.1,120.8,-9.6,50,2.1,14.8,23.7,78,46,9.3,50,54.6,107,42.3
NYK,NYK vs. SAS,11/23/2019,L,48,103,109.9,-6.9,75,2.73,21.1,20,75.6,43.8,10.9,51.1,52.2,101,45.5
CHI,CHI @ CHA,11/23/2019,W,48,119.6,117.3,2.2,62.8,2.08,19.1,31.5,70,47.9,13.4,56.8,57.8,97.5,48.2
TOR,TOR @ ATL,11/23/2019,W,48,119,114.9,4.1,55,1.29,15.8,36,77.3,55.3,17,52.8,58.8,100.5,48.3
MIN,MIN vs. PHX,11/23/2019,L,48,96.1,99,-2.9,68.4,1.86,18.6,22.8,77.8,51.7,13.7,48.4,49.8,101.5,48.1
LAL,LAL @ MEM,11/23/2019,W,48,109,110.2,-1.2,50,1.19,14.3,29.4,64.6,46.5,16,53,56.3,99,48.6
ORL,ORL @ IND,11/23/2019,L,48,108.2,113.3,-5.1,55.8,1.71,17.8,26,72.2,45.3,14.3,53.8,55.2,98,44.6
POR,POR @ CLE,11/23/2019,L,48,107.2,112.2,-5,53.8,2.1,16.8,13.7,66.7,40.2,10.3,52.9,55.3,97.5,45.7
PHI,PHI vs. SAS,11/22/2019,W,48,116.2,105.1,11.1,69.6,2.13,21.8,34,88.9,60.9,15.2,57.3,59.1,99,56.1
CHI,CHI vs. MIA,11/22/2019,L,48,109.1,117.2,-8.1,56.1,1.77,17,27.5,66.7,45.2,13.1,51.1,54.7,99,42.2
SAC,SAC @ BKN,11/22/2019,L,48,96,116,-20,66.7,1.63,19,22,66.7,42.4,15.8,47.7,51.4,100.5,39.8
SAS,SAS @ PHI,11/22/2019,L,48,105.1,116.2,-11.1,48.8,1.91,16.8,11.1,66,39.1,11.1,54.1,56.5,99,43.9
BKN,BKN vs. SAC,11/22/2019,W,48,116,96,20,53.7,1.22,16.2,33.3,78,57.6,18,58,61.3,100.5,60.2
DET,DET vs. ATL,11/22/2019,W,48,129.3,105.1,24.2,61.2,1.58,21,36.8,66,53.4,19.2,70.1,70.5,98.5,62.1
LAC,LAC vs. HOU,11/22/2019,W,48,114,110.2,3.8,60,1.42,18.6,25,78.8,54.2,17.8,59.2,62.5,107.5,53.2
CLE,CLE @ DAL,11/22/2019,L,48,105.2,150.5,-45.3,62.2,2.3,17.8,19.6,67.4,41.5,10.4,50,54,95.5,33.7
OKC,OKC vs. LAL,11/22/2019,L,48,123.3,123.8,-0.5,57.1,2.33,19.9,22.2,70.2,46.7,11.7,58.6,62.4,104,48.2
DEN,DEN vs. BOS,11/22/2019,W,48,98,93.9,4.1,61.5,1.33,17.4,31.4,82,56.4,18.4,48.3,51.2,98,51.3
LAL,LAL @ OKC,11/22/2019,W,48,123.8,123.3,0.5,71.1,2,21.2,29.8,77.8,53.3,15.2,60.8,64.5,104,51.8
HOU,HOU @ LAC,11/22/2019,L,48,110.2,114,-3.8,56.4,1.47,15.6,21.2,75,45.8,13.9,55.4,59.1,107.5,46.8
CHA,CHA @ WAS,11/22/2019,L,48,111.3,117.9,-6.6,50,1.5,17.3,20,85.1,53.3,15.1,59.1,61.1,106,45.7
BOS,BOS @ DEN,11/22/2019,L,48,93.9,98,-4.1,63.6,1.62,16.5,18,68.6,43.6,13.3,45.1,50.5,98,48.7
MIA,MIA @ CHI,11/22/2019,W,48,117.2,109.1,8.1,84.6,1.74,22.6,33.3,72.5,54.8,19.2,58.2,63.5,99,57.8
WAS,WAS vs. CHA,11/22/2019,W,48,117.9,111.3,6.6,70.8,3.09,23.1,14.9,80,46.7,10.4,60.4,62.6,106,54.3
GSW,GSW @ UTA,11/22/2019,L,48,107.9,111.9,-4,65.1,3.11,20.4,17.6,70.5,42.1,8.9,52.1,54.9,101,48.9
UTA,UTA vs. GSW,11/22/2019,W,48,111.9,107.9,4,53.5,1.1,16.8,29.5,82.4,57.9,20.8,58.8,61.4,101,51.1
DAL,DAL vs. CLE,11/22/2019,W,48,150.5,105.2,45.3,53.4,6.2,22.1,32.6,80.4,58.5,5.3,68,68.8,95.5,66.3
ATL,ATL @ DET,11/22/2019,L,48,105.1,129.3,-24.2,68.4,1.3,18.4,34,63.2,46.6,20.4,48.9,53.9,98.5,37.9
MIL,MIL vs. POR,11/21/2019,W,48,126.9,121.7,5.2,64,2.67,19.5,42.4,75.9,58.4,11.1,54.7,58.3,107,52.9
PHX,PHX vs. NOP,11/21/2019,L,48,117.5,119.2,-1.8,70,2,19.6,25,68.2,45.7,13.6,54.1,60.5,103.5,50
NOP,NOP @ PHX,11/21/2019,W,48,119.2,117.5,1.8,59.6,1.56,19.3,31.8,75,54.3,17.3,62.5,63.5,103.5,50
POR,POR @ MIL,11/21/2019,L,48,121.7,126.9,-5.2,64,4,21.3,24.1,57.6,41.6,7.5,56.8,59.1,107,47.1
SAS,SAS @ WAS,11/20/2019,L,48,123.4,131.4,-8.1,65.3,2.67,20.9,29.8,75,50.6,11.2,59.1,62.4,106,49.5
TOR,TOR vs. ORL,11/20/2019,W,48,116.5,99,17.5,57.8,2,19.1,29.5,67.2,51.9,13.4,56.9,59.2,97.5,58.9
BKN,BKN vs. CHA,11/20/2019,W,48,100,91,9,52.8,1.12,13.8,33.9,81.5,57.3,16.8,45.6,50.4,100.5,58.4
DET,DET @ CHI,11/20/2019,L,48,89,109,-20,82.1,1.35,16.8,23.7,67.3,44.7,17,38.6,45.8,100,39.7
DEN,DEN vs. HOU,11/20/2019,W,48,108.2,97.9,10.3,65.9,1.93,20,35.2,72.3,52.5,15.5,51.6,52.2,97,58.1
CLE,CLE @ MIA,11/20/2019,L,48,98,121.6,-23.5,51.4,1,14.2,25.5,59.5,40.9,18.6,49.4,53.2,102,38.5
CHI,CHI vs. DET,11/20/2019,W,48,109,89,20,64.1,1.67,17.6,32.7,76.3,55.3,15,50.5,53.2,100,60.3
NYK,NYK @ PHI,11/20/2019,L,48,107.2,112.4,-5.2,42.5,1.21,13.7,23.9,73.6,50.5,14.4,55.4,57.4,97,44.7
UTA,UTA @ MIN,11/20/2019,W,48,107.3,97.9,9.4,62.9,2,16.7,25.5,70.2,48.2,11.5,48.8,52.6,96.5,57.8
CHA,CHA @ BKN,11/20/2019,L,48,91,100,-9,56.7,1.06,13.4,18.5,66.1,42.7,16,43.8,49.2,100.5,41.6
DAL,DAL vs. GSW,11/20/2019,W,48,142,94,48,64.7,2.75,22.6,31.7,78.3,59.4,12,68.9,70.9,100,71.7
GSW,GSW @ DAL,11/20/2019,L,48,94,142,-48,51.4,1.8,13.7,21.7,68.3,40.6,10,43.3,46.5,100,28.3
ORL,ORL @ TOR,11/20/2019,L,48,99,116.5,-17.5,74.3,1.86,18.1,32.8,70.5,48.1,14.3,43.4,46.9,97.5,41.1
WAS,WAS vs. SAS,11/20/2019,W,48,131.4,123.4,8.1,68.5,2.18,24.3,25,70.2,49.4,16.2,68.5,70,106,50.5
LAC,LAC vs. BOS,11/20/2019,W,53,100,97.2,2.8,66.7,1.13,17.3,32.1,62.5,48.3,21.5,51.1,53.5,96.91,55
HOU,HOU @ DEN,11/20/2019,L,48,97.9,108.2,-10.3,59.4,0.9,14.7,27.7,64.8,47.5,21.6,50,54.6,97,41.9
PHI,PHI vs. NYK,11/20/2019,W,48,112.4,107.2,5.2,76.9,3,21.3,26.4,76.1,49.5,10.3,51.1,54.3,97,55.3
MIA,MIA vs. CLE,11/20/2019,W,48,121.6,98,23.5,61,1.04,17.4,40.5,74.5,59.1,23.5,64.7,67.7,102,61.5
BOS,BOS @ LAC,11/20/2019,L,53,97.2,100,-2.8,63.4,1.44,16.6,37.5,67.9,51.7,16.8,45.2,47.2,96.91,45
MIN,MIN vs. UTA,11/20/2019,L,48,97.9,107.3,-9.4,37.1,0.93,10.2,29.8,74.5,51.8,14.4,47.2,48.4,96.5,42.2
ATL,ATL vs. MIL,11/20/2019,L,48,112.4,120.5,-8.1,61.4,2.08,18,22.2,78.7,48.5,11.5,53.1,57.9,112.5,46.8
MIL,MIL @ ATL,11/20/2019,W,48,120.5,112.4,8.1,54.3,1.32,17,21.3,77.8,51.5,17,62.6,66.2,112.5,53.2
PHX,PHX @ SAC,11/19/2019,L,48,113.7,117.6,-3.9,63.2,2,16.8,31.5,75.7,49.5,11.8,49.4,55.8,102,45.8
SAC,SAC vs. PHX,11/19/2019,W,48,117.6,113.7,3.9,66.7,1.47,20.1,24.3,68.5,50.5,18.6,61.4,66.7,102,54.2
POR,POR @ NOP,11/19/2019,L,48,101,111.7,-10.7,50,1.18,14.7,25.9,69.8,47.7,16.5,52.2,53.2,103,40.5
NOP,NOP vs. POR,11/19/2019,W,48,111.7,101,10.7,58.5,1.85,16.8,30.2,74.1,52.3,12.6,51.1,55.5,103,59.5
MEM,MEM vs. GSW,11/19/2019,L,48,96.9,114,-17.1,72.2,1.86,19.3,20.4,63.3,40.8,14.3,46,49.3,99,37.6
OKC,OKC @ LAL,11/19/2019,L,48,109.2,115.5,-6.3,57.9,1.38,16.7,27.3,68,48.9,16.3,53.1,58.8,97.5,46.9
GSW,GSW @ MEM,11/19/2019,W,48,114,96.9,17.1,76.7,2.2,21.9,36.7,79.6,59.2,15,52.8,57.2,99,62.4
LAL,LAL vs. OKC,11/19/2019,W,48,115.5,109.2,6.3,67.4,1.81,20.4,32,72.7,51.1,16.5,56.2,57.5,97.5,53.1
POR,POR @ HOU,11/18/2019,L,48,101.9,123.4,-21.5,70,1.65,18.5,27.9,64.3,45.3,16,47.4,50.9,106.5,40.1
DAL,DAL vs. SAS,11/18/2019,W,48,120.6,113.4,7.2,66.7,2.15,20.4,26.1,65.4,46.9,13.4,60.1,62.2,97,53.4
BOS,BOS @ PHX,11/18/2019,W,48,98,85.9,12.2,59.5,1.29,15.9,27.8,84,54.8,16.8,48.3,51.3,100,55.7
UTA,UTA vs. MIN,11/18/2019,L,48,96.2,104.7,-8.4,57.1,1.43,14.3,23.1,87.8,50.9,13.2,42.7,47.5,106.5,41.4
LAC,LAC vs. OKC,11/18/2019,W,48,93.8,92.6,1.1,65.7,1.35,16.9,30.4,77.1,51.9,17.7,46,48.3,95.5,47.7
CHI,CHI vs. MIL,11/18/2019,L,48,97.1,110.6,-13.5,64.1,1.67,17.4,25.9,79.2,50,14.4,46.4,49,104,40.6
PHX,PHX vs. BOS,11/18/2019,L,48,85.9,98,-12.2,66.7,1.16,17.1,16,72.2,45.2,19.2,46.3,48.7,100,44.3
CHA,CHA @ TOR,11/18/2019,L,48,98,134.7,-36.7,78.8,1.3,19.4,24.5,62.5,43.3,20.4,51.9,54.2,98,32.1
TOR,TOR vs. CHA,11/18/2019,W,48,134.7,98,36.7,80,3.64,25.8,37.5,75.5,56.7,11.2,61.9,63.7,98,67.9
IND,IND @ BKN,11/18/2019,W,48,118.6,87.8,30.8,59.1,2.6,17.9,37.3,82.8,59.8,10.3,50.5,53,97.5,67
BKN,BKN vs. IND,11/18/2019,L,48,87.8,118.6,-30.8,60,1.8,14.4,17.2,62.7,40.2,10.2,42.3,45.5,97.5,33
SAS,SAS @ DAL,11/18/2019,L,48,113.4,120.6,-7.2,40.9,1.8,13.5,34.6,73.9,53.1,10.3,50,53.4,97,46.6
NYK,NYK vs. CLE,11/18/2019,W,48,128.1,109.4,18.8,38.6,2.43,12.2,44.1,67.4,54.3,7.3,49,54.2,96,61.3
HOU,HOU vs. POR,11/18/2019,W,48,123.4,101.9,21.5,51.1,1.5,16.1,35.7,72.1,54.7,15,55.5,59.2,106.5,59.9
MIL,MIL @ CHI,11/18/2019,W,48,110.6,97.1,13.5,63.2,1.6,17.4,20.8,74.1,50,14.4,55.5,59,104,59.4
CLE,CLE @ NYK,11/18/2019,L,48,109.4,128.1,-18.8,50,0.9,14,32.6,55.9,45.7,20.8,58.6,58.9,96,38.7
OKC,OKC @ LAC,11/18/2019,L,48,92.6,93.8,-1.1,60.7,1,13.8,22.9,69.6,48.1,17.9,42,50.4,95.5,52.3
MIN,MIN @ UTA,11/18/2019,W,48,104.7,96.2,8.4,53.7,1.47,16.3,12.2,76.9,49.1,14,53.9,57.5,106.5,58.6
PHI,PHI @ CLE,11/17/2019,W,48,112.9,93.1,19.7,71.7,2.36,23.7,12.5,72.4,48,13.9,60.1,62.3,101.5,66.4
ORL,ORL vs. WAS,11/17/2019,W,48,122.5,119.8,2.7,58.1,1.79,18.1,29.5,80.8,57.3,13.7,58,63.5,101.5,53.7
CLE,CLE vs. PHI,11/17/2019,L,48,93.1,112.9,-19.7,41.2,0.93,10.8,27.6,87.5,52,14.7,41.1,47.2,101.5,33.6
LAL,LAL vs. ATL,11/17/2019,W,48,120.8,100,20.8,55.3,1.53,18.7,29.5,66.7,49.5,16.8,61.2,63.5,101,64.2
WAS,WAS @ ORL,11/17/2019,L,48,119.8,122.5,-2.7,67.4,3.44,21.8,19.2,70.5,42.7,8.9,57.2,59.2,101.5,46.3
ATL,ATL @ LAL,11/17/2019,L,48,100,120.8,-20.8,43.2,0.8,11.9,33.3,70.5,50.5,19.8,47.7,52.1,101,35.8
DEN,DEN @ MEM,11/17/2019,W,48,126,109.6,16.3,73.5,3,24.3,19.1,77.8,47.8,11.5,65.2,66.1,104,55.6
SAC,SAC vs. BOS,11/17/2019,W,48,104.2,103.1,1,57.9,1.83,16.9,24.5,74,48.5,12.5,50.6,53,96,47.2
MEM,MEM vs. DEN,11/17/2019,L,48,109.6,126,-16.3,74.4,1.81,20.4,22.2,80.9,52.2,15.4,56,60.3,104,44.4
BOS,BOS @ SAC,11/17/2019,L,48,103.1,104.2,-1,76.5,1.73,19.5,26,75.5,51.5,15.6,47.6,53.5,96,52.8
GSW,GSW @ NOP,11/17/2019,L,48,101,110.2,-9.2,62.2,1.92,16.9,30.4,73.6,51.4,12.1,44.5,49.4,98.5,47.9
NOP,NOP vs. GSW,11/17/2019,W,48,110.2,101,9.2,64.9,1.6,17.6,26.4,69.6,48.6,15.3,51.7,55.2,98.5,52.1
CHA,CHA @ NYK,11/16/2019,W,48,113.2,113.3,-0.1,61.1,2.2,17.1,31.5,64.7,47.6,11,51.1,54,90.5,49
MIA,MIA vs. NOP,11/16/2019,W,48,114.7,98.9,15.8,56.8,1.19,18.8,35.1,78.3,59,22.1,59.9,62.8,95,62.5
POR,POR @ SAS,11/16/2019,W,48,115.2,111.5,3.7,50,1.75,15.3,21.6,81.6,51,11.4,52.2,57.9,104.5,48
TOR,TOR @ DAL,11/16/2019,L,48,100,106.8,-6.8,56.8,1.4,15.9,16.7,69.8,43,14.7,51.1,53.3,102.5,42.3
CHI,CHI vs. BKN,11/16/2019,L,48,100.9,107.3,-6.4,46.9,0.75,10.2,37.7,82.4,58,18.2,40.1,50.9,109.5,40.9
MIN,MIN vs. HOU,11/16/2019,L,48,105,125,-20,60.5,1.21,16.5,33.3,67.3,51,19,52.4,55.8,100,46.1
DAL,DAL vs. TOR,11/16/2019,W,48,106.8,100,6.8,64.9,1.85,16.8,30.2,83.3,57,12.6,47.2,53.6,102.5,57.7
NYK,NYK vs. CHA,11/16/2019,L,48,113.3,113.2,0.1,56.4,2,16.9,35.3,68.5,52.4,12.2,48.8,53.1,90.5,51
IND,IND vs. MIL,11/16/2019,L,48,80.6,101,-20.4,59.4,1.27,13.7,27.1,75.9,48.4,14.6,38,39.9,102,38.9
NOP,NOP @ MIA,11/16/2019,L,48,98.9,114.7,-15.8,62.2,1.28,18,21.7,64.9,41,18.9,54.9,55.5,95,37.5
ATL,ATL @ LAC,11/16/2019,L,48,92.7,137.6,-45,55.9,1,13,29.5,53.3,39.6,17.4,41.1,47.5,109,27
LAC,LAC vs. ATL,11/16/2019,W,48,137.6,92.7,45,60,1.43,18.8,46.7,70.5,60.4,19.3,62.9,69.2,109,73
HOU,HOU @ MIN,11/16/2019,W,48,125,105,20,34.9,1.25,11.4,32.7,66.7,49,12,55.9,60.3,100,53.9
BKN,BKN @ CHI,11/16/2019,W,48,107.3,100.9,6.4,75,2,20.3,17.6,62.3,42,13.8,51.1,57.6,109.5,59.1
SAS,SAS vs. POR,11/16/2019,L,48,111.5,115.2,-3.7,61,2.5,18.1,18.4,78.4,49,9.6,49.4,56.3,104.5,52
MIL,MIL @ IND,11/16/2019,W,48,101,80.6,20.4,53.5,1.53,16.8,24.1,72.9,51.6,14.9,50.5,51.5,102,61.1
BOS,BOS @ GSW,11/15/2019,W,48,101,95.2,5.7,64.9,1.71,17.1,22,68.5,44.2,13.5,47.8,51.9,104.5,52
HOU,HOU vs. IND,11/15/2019,W,48,111,102,9,33.3,1.5,9.8,20,72.9,44.7,8,48.3,54.5,100,53.9
GSW,GSW vs. BOS,11/15/2019,L,48,95.2,101,-5.7,50,0.85,12.2,31.5,78,55.8,19,44.5,51.6,104.5,48
WAS,WAS @ MIN,11/15/2019,W,48,123.4,104.5,18.9,70.4,2.71,23.3,30,76.5,53.5,12.6,59,61.7,111,60.5
OKC,OKC vs. PHI,11/15/2019,W,53,123.3,115.5,7.8,53.7,1.69,16.8,17.9,65.3,44.3,12.6,60.5,67.5,93.28,57
DET,DET @ CHA,11/15/2019,L,48,110.4,112.4,-2,62.5,1.19,18.8,29.3,66.1,50.5,21.9,58.6,61.7,96.5,51
SAS,SAS @ ORL,11/15/2019,L,48,114.7,116.8,-2.1,51.1,2.09,18,22.2,66.7,46.5,11.6,57.9,58.4,95,48.9
SAC,SAC @ LAL,11/15/2019,L,48,104.3,105.3,-1,66.7,1.33,18.8,23.9,75,50,19.4,53.7,56.4,93.5,46.8
ORL,ORL vs. SAS,11/15/2019,W,48,116.8,114.7,2.1,61.1,2.2,16.4,33.3,77.8,53.5,10.5,48.3,54.4,95,51.1
IND,IND @ HOU,11/15/2019,L,48,102,111,-9,64.9,1.41,17.6,27.1,80,55.3,17,50,54.6,100,46.1
LAL,LAL vs. SAC,11/15/2019,W,48,105.3,104.3,1,64.7,1.69,17.2,25,76.1,50,13.8,48.8,54.6,93.5,53.2
MIN,MIN vs. WAS,11/15/2019,L,48,104.5,123.4,-18.9,61.9,1.3,17.4,23.5,70,46.5,18,53.4,57,111,39.5
UTA,UTA @ MEM,11/15/2019,L,48,103.9,102.9,1,48.6,1.13,12.8,26.9,77.8,52.8,14.7,45.4,52.4,103,47.3
MEM,MEM vs. UTA,11/15/2019,W,48,102.9,103.9,-1,58.1,2.27,17.7,22.2,73.1,47.2,10.6,50,52.6,103,52.7
CHA,CHA vs. DET,11/15/2019,W,48,112.4,110.4,2,51.2,2,16.1,33.9,70.7,49.5,11.3,51.6,52.9,96.5,49
PHI,PHI @ OKC,11/15/2019,L,53,115.5,123.3,-7.8,53.3,1.5,16.7,34.7,82.1,55.7,15.5,57.8,59.7,93.28,43
CHI,CHI @ MIL,11/14/2019,L,48,101.8,109.7,-8,65.8,1.25,16.8,23.6,67.3,45.5,17.7,50.5,55.3,113,45.1
ATL,ATL @ PHX,11/14/2019,L,48,100,114.3,-14.3,62.5,1.14,16.1,32.7,78.3,53.5,19.6,48.4,53.7,112,44.4
MIL,MIL vs. CHI,11/14/2019,W,48,109.7,101.8,8,57.1,1.09,15.6,32.7,76.4,54.5,19.5,51.1,57,113,54.9
CLE,CLE vs. MIA,11/14/2019,L,48,99,109.1,-10.1,50,1,14,25.5,81.1,48.9,18.4,47.1,51.5,98.5,40.7
NYK,NYK vs. DAL,11/14/2019,W,48,110.4,107.3,3.1,47.6,1.33,14.7,37.7,75.9,57,15.6,51.6,53.6,96,48
MIA,MIA @ CLE,11/14/2019,W,48,109.1,99,10.1,72.1,1.63,22.8,18.9,74.5,51.1,19.2,62,64.4,98.5,59.3
DEN,DEN vs. BKN,11/14/2019,W,48,102,92.1,9.9,60.5,3.71,18.7,23,82,52.5,7.1,47.5,47.9,100,56.3
PHX,PHX vs. ATL,11/14/2019,W,48,114.3,100,14.3,78,1.6,20.8,21.7,67.3,46.5,17.9,57.1,62.9,112,55.6
NOP,NOP vs. LAC,11/14/2019,W,48,125.7,119.8,5.9,55.3,1.86,17.1,38.2,78.6,55.7,13.3,57.1,59.6,105.5,49.9
DAL,DAL @ NYK,11/14/2019,L,48,107.3,110.4,-3.1,58.3,1.75,16.2,24.1,62.3,43,12.5,47.6,52.7,96,52
LAC,LAC @ NOP,11/14/2019,L,48,119.8,125.7,-5.9,60.9,1.75,19.9,21.4,61.8,44.3,15.1,61.3,65,105.5,50.1
BKN,BKN @ DEN,11/14/2019,L,48,92.1,102,-9.9,52.8,2.71,14.5,18,77,47.5,6.9,42.1,45.6,100,43.8
POR,POR vs. TOR,11/13/2019,L,48,108.2,116.3,-8.2,63.2,2,17.1,32.2,66.7,48.2,12.2,48.4,51.4,98,45.8
CHA,CHA vs. MEM,11/13/2019,L,48,112.5,114.4,-1.9,62.8,1.8,19.4,20,69.8,44.3,14.4,58.6,61.3,104,49.3
GSW,GSW @ LAL,11/13/2019,L,48,95.9,121.2,-25.3,80.6,1.71,20.3,28.6,54.5,40,17.3,45.5,48.7,98.5,37.3
LAC,LAC @ HOU,11/13/2019,L,48,93,102,-9,44.7,1.31,12.8,25,80.7,51.2,13,43.9,44.6,100,41.1
MIN,MIN vs. SAS,11/13/2019,W,48,126.5,110.7,15.8,55.6,2.5,17.6,30,78,54,9.8,55.5,60.9,102.5,56.3
SAS,SAS @ MIN,11/13/2019,L,48,110.7,126.5,-15.8,54.5,2,17.4,22,70,46,11.7,50.6,55.5,102.5,43.7
ORL,ORL vs. PHI,11/13/2019,W,48,108.7,95.1,13.6,71.1,2.08,19,25,80.4,52.4,12.6,50,55.5,102.5,56.6
MEM,MEM @ CHA,11/13/2019,W,48,114.4,112.5,1.9,66.7,1.33,21.5,30.2,80,55.7,23.1,63.5,64,104,50.7
HOU,HOU vs. LAC,11/13/2019,W,48,102,93,9,36.4,1.2,9.8,19.3,75,48.8,10,46.5,52.1,100,58.9
PHI,PHI @ ORL,11/13/2019,L,48,95.1,108.7,-13.6,62.5,1.67,18.2,19.6,75,47.6,14.7,48.4,50.1,102.5,43.4
BOS,BOS vs. WAS,11/13/2019,W,48,129.6,124.3,5.3,65.3,2.67,20.5,33.3,80.9,56.8,11.1,59.4,64.4,107.5,52.8
WAS,WAS @ BOS,11/13/2019,L,48,124.3,129.6,-5.3,56,3.11,19.4,19.1,66.7,43.2,8.4,57.8,61.6,107.5,47.2
TOR,TOR @ POR,11/13/2019,W,48,116.3,108.2,8.2,47.6,1.43,14.8,33.3,67.8,51.8,14.3,53.3,57.3,98,54.2
LAL,LAL vs. GSW,11/13/2019,W,48,121.2,95.9,25.3,64.6,1.63,20.7,45.5,71.4,60,19.2,59,61.9,98.5,62.8
BKN,BKN @ UTA,11/12/2019,L,48,109.6,114.4,-4.8,46.3,1.12,13.7,30.8,67.3,49,16.3,51.7,56.4,104,45.1
ATL,ATL @ DEN,11/12/2019,W,48,125,121,4,68.2,2,20.5,38.1,67.8,55.4,15,62,63.8,100,51.5
PHX,PHX vs. LAL,11/12/2019,L,48,115,123,-8,74.4,2.91,22.5,20.4,72,46.5,11,56,58.4,100,45.6
CHI,CHI vs. NYK,11/12/2019,W,48,116.5,99,17.5,53.7,1.1,15.9,30.2,70.7,53.5,19.4,59.3,63.4,103,61.3
SAC,SAC vs. POR,11/12/2019,W,48,108.1,101,7.1,63.2,1.71,17.5,28.8,80.4,53.1,14.1,50.6,54.9,98.5,55.9
CLE,CLE @ PHI,11/12/2019,L,48,99,102.1,-3.1,34.2,0.93,10.4,28,72.5,50.5,14.3,47.1,51.2,97,47.9
NYK,NYK @ CHI,11/12/2019,L,48,99,116.5,-17.5,75,1.5,18.5,29.3,69.8,46.5,17.5,46.6,50.2,103,38.7
