TEAM,MATCH UP,GAME DATE,W/L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTRATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
NOP,NOP vs. POR,02/11/2020,W,48,129,109.3,19.6,81.6,2.86,24.7,32.6,72.5,53.6,13.1,60.9,65,107,64.1
BOS,BOS @ HOU,02/11/2020,L,48,100,110.5,-10.5,64.9,1.33,17.3,21.6,87.2,53.1,17.1,50,54.7,105,46
GSW,GSW vs. MIA,02/10/2020,L,48,101,111.9,-10.9,76.7,1.44,17.4,17.6,77.1,46.5,16,46.1,54.9,100.5,40.4
DEN,DEN vs. SAS,02/10/2020,W,48,136.6,127.7,8.9,75.6,3.09,25,24.3,69.6,49.4,11.8,67.5,70.5,93.5,53.7
MIA,MIA @ GSW,02/10/2020,W,48,111.9,101,10.9,83.7,3,24.3,22.9,82.4,53.5,11.9,56.3,58.7,100.5,59.6
SAC,SAC @ MIL,02/10/2020,L,48,101.8,113.9,-12.1,54.8,1.77,16,22.2,77.8,47.9,11.9,48.5,51,108.5,41.9
PHX,PHX @ LAL,02/10/2020,L,48,101,125,-24,81.3,2,20.2,8.3,58.8,34.3,13.1,49.3,55.8,99.5,39.1
ORL,ORL vs. ATL,02/10/2020,W,48,136.4,127.3,9.1,66,3,21.9,39.6,81,58.9,11.1,62.1,64.5,99,53.6
DET,DET vs. CHA,02/10/2020,L,48,86.4,97.8,-11.4,72.4,1,16.3,37.7,64.9,51.8,23.9,39.6,43.3,88.5,41.9
CHA,CHA @ DET,02/10/2020,W,48,97.8,86.4,11.4,57.6,1.58,14.8,35.1,62.3,48.2,13.5,42.6,46.2,88.5,58.1
SAS,SAS @ DEN,02/10/2020,L,48,127.7,136.6,-8.9,80.5,3.3,23.4,30.4,75.7,50.6,10.6,57.6,62.5,93.5,46.3
TOR,TOR vs. MIN,02/10/2020,W,48,123.4,114.5,8.9,56.9,1.45,19.1,29.3,68.8,50.6,18,66.9,69.1,110.5,57.4
ATL,ATL @ ORL,02/10/2020,L,48,127.3,136.4,-9.1,70.2,2.75,23.9,19,60.4,41.1,12.1,62.5,66,99,46.4
MIL,MIL vs. SAC,02/10/2020,W,48,113.9,101.8,12.1,60.5,2,17.8,22.2,77.8,52.1,12,54.2,58,108.5,58.1
MIN,MIN @ TOR,02/10/2020,L,48,114.5,123.4,-8.9,61.5,1.04,16.1,31.3,70.7,49.4,20.9,55.8,62.1,110.5,42.6
LAL,LAL vs. PHX,02/10/2020,W,48,125,101,24,59.6,1.75,18.8,41.2,91.7,65.7,16,59.3,61.3,99.5,60.9
DAL,DAL vs. UTA,02/10/2020,L,48,121.4,125.5,-4.1,61.5,3.43,18.6,15.2,68.6,38.3,7.1,56,61.6,98,48.5
BKN,BKN @ IND,02/10/2020,W,48,112.8,110.5,2.2,57.1,2,15,34.5,81.3,56.3,10.6,47.1,52.4,94.5,48.5
UTA,UTA @ DAL,02/10/2020,W,48,125.5,121.4,4.1,58.7,1.29,19.9,31.4,84.8,61.7,21.4,68.6,70.5,98,51.5
IND,IND vs. BKN,02/10/2020,L,48,110.5,112.8,-2.2,62.2,4.67,21.4,18.8,65.5,43.7,6.3,52.7,54.2,94.5,51.5
BOS,BOS @ OKC,02/09/2020,W,48,119.1,118.1,1.1,50,2.11,15,29.2,72.2,52,9.6,54.8,58.4,94,54.3
UTA,UTA @ HOU,02/09/2020,W,48,117.5,116.5,1,59.5,1.56,18.4,30.4,75.9,55,16.5,57.6,60.7,97,53.2
ATL,ATL vs. NYK,02/09/2020,W,58,115.7,110.7,5,59.2,1.93,17.5,27.9,65.6,46.7,12.4,51.9,57.5,100.55,51.9
POR,POR vs. MIA,02/09/2020,W,48,113.9,107.9,5.9,50,1.43,15.6,17.4,71.7,48.1,13.9,58.2,60.7,101,51.7
MEM,MEM @ WAS,02/09/2020,W,48,95.5,90,5.5,44.2,1.27,12.7,32.3,82.1,58.1,13.5,44.6,46.9,110.5,50.6
PHI,PHI vs. CHI,02/09/2020,W,48,118,111,7,69,1.81,19.9,37,65.2,51.1,16,56.5,60.2,100,56.5
HOU,HOU vs. UTA,02/09/2020,L,48,116.5,117.5,-1,45.5,2.5,15.5,24.1,69.6,45,8.2,54.2,55.9,97,46.8
NYK,NYK @ ATL,02/09/2020,L,58,110.7,115.7,-5,57.7,1.67,17.3,34.4,72.1,53.3,14.8,53.2,55.8,100.55,48.1
WAS,WAS vs. MEM,02/09/2020,L,48,90,95.5,-5.5,71.4,3.57,17,17.9,67.7,41.9,6.4,38.5,43.9,110.5,49.4
MIA,MIA @ POR,02/09/2020,L,48,107.9,113.9,-5.9,79.5,2.38,20.8,28.3,82.6,51.9,12.9,50,52.3,101,48.3
LAC,LAC @ CLE,02/09/2020,W,48,129.1,89.3,39.8,52.8,2.33,19.7,26.8,69.2,52.8,11.7,63.4,65.3,103,70.4
CLE,CLE vs. LAC,02/09/2020,L,48,89.3,129.1,-39.8,62.9,1.38,15.3,30.8,73.2,47.2,15.5,40.5,43.9,103,29.6
OKC,OKC vs. BOS,02/09/2020,L,48,118.1,119.1,-1.1,35.9,1.4,11.5,27.8,70.8,48,10.6,51.7,56.2,94,45.7
CHI,CHI @ PHI,02/09/2020,L,48,111,118,-7,53.5,1.28,16.7,34.8,63,48.9,18,55.7,58.1,100,43.5
TOR,TOR vs. BKN,02/08/2020,W,48,122.7,121.6,1,48.9,3.14,16.3,32,69.2,51,7.2,54.7,57.1,97,48.6
ORL,ORL vs. MIL,02/08/2020,L,48,91.3,106.7,-15.4,75.7,3.11,19.6,17.2,73.6,42.7,8.7,42.9,45.6,104,42.9
DET,DET vs. NYK,02/08/2020,L,48,103.4,106.7,-3.4,61.8,1.31,18.3,13.2,58.3,38.4,18,58.7,60.5,89,48.7
SAC,SAC vs. SAS,02/08/2020,W,48,129.8,107.4,22.4,55.6,2.27,19.4,22.2,76.7,48.9,11.7,63.4,64.3,94.5,56.2
DAL,DAL @ CHA,02/08/2020,W,48,127.5,111.1,16.4,65.9,2.42,21.8,34.9,69.8,54.2,13.2,60.3,63.2,90.5,61
NOP,NOP @ IND,02/08/2020,W,48,119.2,111.4,7.8,61.4,1.8,18.2,31.5,86.4,56.1,14.4,54.2,58.5,104.5,52
SAS,SAS @ SAC,02/08/2020,L,48,107.4,129.8,-22.4,56.1,1.53,18.1,23.3,77.8,51.1,15.8,54.9,57.4,94.5,43.8
BKN,BKN @ TOR,02/08/2020,L,48,121.6,122.7,-1,65.9,3,19.4,30.8,68,49,9.3,53.3,57.5,97,51.4
IND,IND vs. NOP,02/08/2020,L,48,111.4,119.2,-7.8,56.8,1.79,18.4,13.6,68.5,43.9,13.3,58.4,61.7,104.5,48
NYK,NYK @ DET,02/08/2020,W,48,106.7,103.4,3.4,63.2,1.6,18.2,41.7,86.8,61.6,16.9,49.4,51.4,89,51.3
LAL,LAL @ GSW,02/08/2020,W,48,117.9,113.2,4.7,67.4,1.21,19.1,39.5,77.6,59.8,22.6,61,64.5,106,52.6
MIN,MIN vs. LAC,02/08/2020,W,48,134,107.5,26.5,75,3,25,23.9,83,53.8,12.3,68.4,69,106.5,58.3
LAC,LAC @ MIN,02/08/2020,L,48,107.5,134,-26.5,58.5,1.6,17.3,17,76.1,46.2,14,52.9,58.2,106.5,41.7
GSW,GSW vs. LAL,02/08/2020,L,48,113.2,117.9,-4.7,67.4,1.72,20.9,22.4,60.5,40.2,17,59,60.5,106,47.4
CHA,CHA vs. DAL,02/08/2020,L,48,111.1,127.5,-16.4,39.5,1.36,12.4,30.2,65.1,45.8,12.2,50,52.7,90.5,39
PHX,PHX vs. DEN,02/08/2020,L,48,111.3,119.4,-8,65.8,1.79,18.2,30.6,75,50.6,14.4,48.9,55.6,97.5,47.1
MIL,MIL @ ORL,02/08/2020,W,48,106.7,91.3,15.4,61.9,1.63,18.1,26.4,82.8,57.3,15.4,53.2,55.5,104,57.1
DEN,DEN @ PHX,02/08/2020,W,48,119.4,111.3,8,51.1,1.64,17.6,25,69.4,49.4,14.3,61.6,64.1,97.5,52.9
UTA,UTA vs. POR,02/07/2020,W,48,117,112.9,4.1,46.7,1.4,15.3,34,78.2,57.1,15,54.9,57.6,100.5,53.9
PHX,PHX vs. HOU,02/07/2020,W,48,127,90.1,36.9,67.4,1.26,20.6,34.3,74.1,59.1,23,65.6,71.4,100.5,75.9
DAL,DAL @ WAS,02/07/2020,L,48,119.2,121.4,-2.2,64.3,1.93,18.8,36,74.5,54.6,14.1,54.9,58.9,98.5,49
HOU,HOU @ PHX,02/07/2020,L,48,90.1,127,-36.9,55.2,1,12.1,25.9,65.7,40.9,15.8,40.6,47.2,100.5,24.1
SAC,SAC vs. MIA,02/07/2020,W,48,110.5,102.1,8.4,72.5,2.07,22.1,18.2,67.4,43.3,14.7,60.4,60.2,95,53.4
POR,POR @ UTA,02/07/2020,L,48,112.9,117,-4.1,31.8,1.56,11.1,21.8,66,42.9,8.9,54.1,55.3,100.5,46.1
TOR,TOR @ IND,02/07/2020,W,48,113.9,105,8.9,66.7,1.75,20,24.5,67.3,45.9,15.8,57.4,60.2,101,53.2
MIA,MIA @ SAC,02/07/2020,L,48,102.1,110.5,-8.4,61.8,1.05,16,32.6,81.8,56.7,21.1,51.9,55.1,95,46.6
IND,IND vs. TOR,02/07/2020,L,48,105,113.9,-8.9,66.7,1.3,18.3,32.7,75.5,54.1,19.8,51.2,55.4,101,46.8
BOS,BOS vs. ATL,02/07/2020,W,48,113.1,108.1,5.1,62.2,1.77,16.8,28.3,71.2,49.5,13.1,52.3,57.2,99,52.5
DET,DET @ OKC,02/07/2020,L,48,112.2,121.3,-9.1,50,1.73,14.7,37.7,66.7,50,12.2,48.9,51.9,89.5,41.2
ATL,ATL @ BOS,02/07/2020,L,48,108.1,113.1,-5.1,60,1.5,15.6,28.8,71.7,50.5,14.1,48.3,54.9,99,47.5
MEM,MEM @ PHI,02/07/2020,L,48,100.9,111.2,-10.3,65.8,1.79,17.1,26.3,70.2,46.2,13.2,43.5,50.2,106.5,44.6
WAS,WAS vs. DAL,02/07/2020,W,48,121.4,119.2,2.2,62.2,2.15,20.3,25.5,64,45.4,13.3,60.6,62.2,98.5,51
OKC,OKC vs. DET,02/07/2020,W,48,121.3,112.2,9.1,53.8,1.75,17.1,33.3,62.3,50,13.5,54.6,60.5,89.5,58.8
PHI,PHI vs. MEM,02/07/2020,W,48,111.2,100.9,10.3,70.8,1.62,21.9,29.8,73.7,53.8,19.6,61.1,61.6,106.5,55.4
ORL,ORL @ NYK,02/06/2020,L,48,103,106.1,-3.1,64.7,1.05,16.3,29.5,68,50,21,51.3,58.4,99.5,49.6
HOU,HOU @ LAL,02/06/2020,W,48,118.6,107.8,10.9,46.5,1.25,15.4,19,72.9,47.8,15.7,61.8,65.1,102.5,49
LAL,LAL vs. HOU,02/06/2020,L,48,107.8,118.6,-10.9,73.3,2.06,22.1,27.1,81,52.2,15.5,54.4,56.6,102.5,51
POR,POR vs. SAS,02/06/2020,W,48,126.3,119.4,6.9,57.1,2.33,20.1,26.7,81.1,56.1,12.1,63,64.2,98.5,51.4
NYK,NYK vs. ORL,02/06/2020,W,48,106.1,103,3.1,62.8,1.93,19,32,70.5,50,14.1,50,52.3,99.5,50.4
MIL,MIL vs. PHI,02/06/2020,W,48,106.7,96.2,10.5,43.2,1.36,14,23.6,80,54.2,13.3,53.2,54.9,105,55.2
NOP,NOP @ CHI,02/06/2020,W,48,117.9,111.2,6.7,77.6,1.81,24.7,26.2,71.2,51.1,19.8,65.5,65.5,106.5,56.4
CHI,CHI vs. NOP,02/06/2020,L,48,111.2,117.9,-6.7,54.3,1.56,17.1,28.8,73.8,48.9,15,56.5,57.7,106.5,43.6
SAS,SAS @ POR,02/06/2020,L,48,119.4,126.3,-6.9,61,6.25,18.9,18.9,73.3,43.9,4.1,50,56.1,98.5,48.6
PHI,PHI @ MIL,02/06/2020,L,48,96.2,106.7,-10.5,64.9,2.18,17,20,76.4,45.8,10.5,47,48,105,44.8
ORL,ORL @ BOS,02/05/2020,L,48,104.2,120.8,-16.7,62.5,1.18,15.7,23.4,76.2,48.3,17.7,51.3,56.7,96,43.6
BOS,BOS vs. ORL,02/05/2020,W,48,120.8,104.2,16.7,50,1.77,17.8,23.8,76.6,51.7,13.5,61,62.3,96,56.4
BKN,BKN vs. GSW,02/05/2020,W,48,127.7,88,39.7,56.9,1.93,19.5,40,84.4,64.9,14.9,58,60.5,100.5,69.6
GSW,GSW @ BKN,02/05/2020,L,48,88,127.7,-39.7,57.1,2.86,15.5,15.6,60,35.1,7,39.1,42.3,100.5,30.4
MEM,MEM @ DAL,02/05/2020,W,48,121,107,14,57.4,2.45,19.6,25.6,73.8,53.8,11,59.6,61.9,100,59.9
CLE,CLE @ OKC,02/05/2020,L,48,103,109,-6,75.6,1.55,21.5,26.9,82.6,53.1,20,54.5,54.9,100,44.4
TOR,TOR vs. IND,02/05/2020,W,48,120.2,119.2,1,62.8,2.7,20.1,20.9,75,47,10.1,57,61.6,99,50.9
OKC,OKC vs. CLE,02/05/2020,W,48,109,103,6,55.3,1.75,16.4,17.4,73.1,46.9,12,52.5,57.9,100,55.6
MIA,MIA @ LAC,02/05/2020,L,48,109.9,126.7,-16.8,72.5,3.22,20.4,20.7,75,45.3,8.9,51.6,54.3,101,43.8
LAC,LAC vs. MIA,02/05/2020,W,48,126.7,109.9,16.8,77.8,2.5,23.6,25,79.3,54.7,13.9,64,65.7,101,56.2
ATL,ATL @ MIN,02/05/2020,W,48,116.5,109.1,7.4,53.5,1.1,16.3,22.5,78.4,53.8,19.3,60.4,66.7,109.5,55.3
IND,IND @ TOR,02/05/2020,L,48,119.2,120.2,-1,67.4,1.53,21,25,79.1,53,19.2,64,66.3,99,49.1
DET,DET vs. PHX,02/05/2020,W,48,124.7,117.4,7.3,67.4,3.44,21.7,35.8,81.1,54.4,9.7,54.7,56.8,92.5,53
PHX,PHX @ DET,02/05/2020,L,48,117.4,124.7,-7.3,69,1.81,22.7,18.9,64.2,45.6,17.4,62.3,64.6,92.5,47
DAL,DAL vs. MEM,02/05/2020,L,48,107,121,-14,55.9,2.11,14.1,26.2,74.4,46.2,9,45.2,51.2,100,40.1
MIN,MIN vs. ATL,02/05/2020,L,48,109.1,116.5,-7.4,40,1.06,12.9,21.6,77.5,46.2,15.5,54.4,58.1,109.5,44.7
DEN,DEN @ UTA,02/05/2020,W,48,101,97.9,3.1,59,2.09,17.2,27.3,78.8,52.3,11.3,47.2,50,97,54.4
UTA,UTA vs. DEN,02/05/2020,L,48,97.9,101,-3.1,55.6,1.43,15.7,21.2,72.7,47.7,14.4,50,51.5,97,45.6
SAS,SAS @ LAL,02/04/2020,L,48,105.2,133,-27.8,52.5,3.5,16.7,14.5,62.5,34.7,6.2,51.1,52.3,97,34.4
LAL,LAL vs. SAS,02/04/2020,W,48,133,105.2,27.8,56,2,20,37.5,85.5,65.3,14.4,65.9,67.2,97,65.6
DEN,DEN vs. POR,02/04/2020,W,48,129.6,100,29.6,65.2,2.14,20.8,35.6,77.6,59.2,14.3,60.6,62.9,98.5,65.5
HOU,HOU vs. CHA,02/04/2020,W,48,125,108.9,16.1,58.1,5,18.5,19.3,74.5,44.2,5,54.6,58.3,100.5,54.8
POR,POR @ DEN,02/04/2020,L,48,100,129.6,-29.6,44.4,1.78,12.6,22.4,64.4,40.8,9.1,44.5,49.2,98.5,34.5
CHA,CHA @ HOU,02/04/2020,L,48,108.9,125,-16.1,56.4,1.29,16.3,25.5,80.7,55.8,16.8,54.8,58.8,100.5,45.2
MIL,MIL @ NOP,02/04/2020,W,48,105.3,93.9,11.4,70.8,2,21.1,23.2,77.4,51.7,14.9,52.5,54.8,114.5,57.6
NOP,NOP vs. MIL,02/04/2020,L,48,93.9,105.3,-11.4,68.4,1.53,16.9,22.6,76.8,48.3,14.8,45.5,49.3,114.5,42.4
MEM,MEM vs. DET,02/03/2020,W,48,101.1,86.3,14.7,64.3,2.45,20.1,27.1,63.6,48.2,11.6,47.8,50.4,95,63.6
DAL,DAL @ IND,02/03/2020,W,48,117.9,108.4,9.5,55.6,1.67,15.4,29.4,79.6,55.2,12.6,52.3,58.3,95,50.7
NYK,NYK @ CLE,02/03/2020,W,53,127.5,122.9,4.6,57.9,2.75,20.9,34.7,81,56,11,60.8,62.5,98.72,52.7
IND,IND vs. DAL,02/03/2020,L,48,108.4,117.9,-9.5,63.6,7,21.1,20.4,70.6,44.8,4.2,49.5,51.1,95,49.3
CHA,CHA vs. ORL,02/03/2020,L,48,109.9,121.7,-11.8,58.5,2,18.2,34,81,55.4,13.2,51.1,52.5,91.5,42.5
CLE,CLE vs. NYK,02/03/2020,L,53,122.9,127.5,-4.6,65.4,2.27,22.8,19,65.3,44,13.8,66.3,67.1,98.72,47.3
PHI,PHI @ MIA,02/03/2020,L,48,115.2,148.9,-33.7,66.7,1.71,17.9,37.5,80,56.8,15.2,51.2,56.4,92,37.4
BOS,BOS @ ATL,02/03/2020,W,48,121.8,113.9,7.9,43.8,1.4,15.6,29.5,76.7,52.9,14.9,60,63.1,101,53.8
SAC,SAC vs. MIN,02/03/2020,W,48,117.7,112.4,5.3,68.4,1.53,19.8,25.6,64,46.2,17.7,60,63.7,96.5,51.6
BKN,BKN vs. PHX,02/03/2020,W,48,119,97,22,65.1,1.65,19.6,33.3,69.2,52,17,56.7,60.6,100,58.9
LAC,LAC vs. SAS,02/03/2020,W,48,104.9,102.9,1.9,71.8,2.33,20.6,10.6,83.9,50.5,11.7,53,57.1,102.5,54
GSW,GSW @ WAS,02/03/2020,W,48,120.2,112.5,7.7,72.1,2.21,21.1,24.5,88.1,53.8,13.5,58,62.1,104,52
MIN,MIN @ SAC,02/03/2020,L,48,112.4,117.7,-5.3,67.6,1.56,17.9,36,74.4,53.8,16.5,51.2,56,96.5,48.4
SAS,SAS @ LAC,02/03/2020,L,48,102.9,104.9,-1.9,52.5,2.63,15.9,16.1,89.4,49.5,7.8,48.4,51.5,102.5,46
MIA,MIA vs. PHI,02/03/2020,W,48,148.9,115.2,33.7,56.3,9,21.3,20,62.5,43.2,3.3,65.9,69.8,92,62.6
ATL,ATL vs. BOS,02/03/2020,L,48,113.9,121.8,-7.9,52.4,1.29,16.5,23.3,70.5,47.1,16.8,57.1,61.7,101,46.2
ORL,ORL @ CHA,02/03/2020,W,48,121.7,109.9,11.8,81.4,3.5,25.9,19,66,44.6,10.9,63.8,64,91.5,57.5
WAS,WAS vs. GSW,02/03/2020,L,48,112.5,120.2,-7.7,66.7,2.55,20.4,11.9,75.5,46.2,10.6,56,61.1,104,48
PHX,PHX @ BKN,02/03/2020,L,48,97,119,-22,59,1.44,16.5,30.8,66.7,48,16,46.7,49.5,100,41.1
DET,DET @ MEM,02/03/2020,L,48,86.3,101.1,-14.7,61.8,1.31,15,36.4,72.9,51.8,16.8,38.8,40.2,95,36.4
CHI,CHI @ TOR,02/02/2020,L,48,105.2,133,-27.8,71.4,1.56,17.6,36.7,65.8,48,16.5,47.2,50.3,97,34.3
DET,DET vs. DEN,02/02/2020,W,53,125.5,120.6,4.9,68.8,2.75,21.9,32.7,67.3,50,11.8,58.5,61.2,92.38,49.2
DEN,DEN @ DET,02/02/2020,L,53,120.6,125.5,-4.9,62.5,3,20.3,32.7,67.3,50,9.8,55.2,58.2,92.38,50.8
PHX,PHX @ MIL,02/02/2020,L,48,101.9,119.4,-17.6,48.8,2,13.8,29.2,64.3,45.5,9.4,42.3,47.3,107,39.5
NOP,NOP @ HOU,02/02/2020,L,48,100.9,109.3,-8.4,50,0.91,14.1,37.7,76.9,59.3,21.3,50,53,107.5,49.7
HOU,HOU vs. NOP,02/02/2020,W,48,109.3,100.9,8.4,53.7,2.75,15.3,23.1,62.3,40.7,7.5,46.7,51,107.5,50.3
MIL,MIL vs. PHX,02/02/2020,W,48,119.4,101.9,17.6,62.5,1.76,19.2,35.7,70.8,54.5,15.7,57.2,59.2,107,60.5
TOR,TOR vs. CHI,02/02/2020,W,48,133,105.2,27.8,59.6,1.87,20.3,34.2,63.3,52,15.5,65.5,68.5,97,65.8
ORL,ORL vs. MIA,02/01/2020,L,48,97.8,112.1,-14.3,63.6,2.1,17.2,20.8,71.1,43.9,11,45.2,49.2,91,41.3
NYK,NYK @ IND,02/01/2020,W,48,98.9,93.4,5.5,55.9,1.46,14.8,32,89.8,60.6,14,45.7,49.9,92,57.2
CHA,CHA @ SAS,02/01/2020,L,48,92.8,117.5,-24.7,82.9,1.71,21.5,22.4,75.6,47.9,17.5,48.2,51,97,38.8
UTA,UTA @ POR,02/01/2020,L,48,111.5,127.8,-16.4,47.5,1.9,15,24.1,61.7,41.6,10.4,52.1,54.6,96.5,42.3
SAC,SAC vs. LAL,02/01/2020,L,48,111.9,127.7,-15.8,53.8,1.31,15.1,32.7,69.6,49.5,15.8,50.5,55.2,101,38.4
POR,POR vs. UTA,02/01/2020,W,48,127.8,111.5,16.4,42.6,1.67,14.8,38.3,75.9,58.4,12.4,59.2,62,96.5,57.8
GSW,GSW @ CLE,02/01/2020,W,48,129.7,110.9,18.8,81.3,3.55,26,23.3,64.8,46.4,10.9,63.3,66.6,101,60.2
MIA,MIA @ ORL,02/01/2020,W,48,112.1,97.8,14.3,72.7,1.85,18.9,28.9,79.2,56.1,14.3,52.6,57.7,91,58.7
LAL,LAL @ SAC,02/01/2020,W,48,127.7,111.9,15.8,75,2.2,22.4,30.4,67.3,50.5,14.9,62.2,65.9,101,61.6
SAS,SAS vs. CHA,02/01/2020,W,48,117.5,92.8,24.7,60,2.25,20.1,24.4,77.6,52.1,12.4,57.5,59.2,97,61.2
BOS,BOS vs. PHI,02/01/2020,W,48,118.4,96.9,21.4,39.5,1.36,11.9,27.1,70.9,50.5,11.2,52.5,59.2,98,62.1
LAC,LAC vs. MIN,02/01/2020,W,48,110.3,99.1,11.2,44.4,1.54,14.3,24.5,78.8,51.4,12.1,52,55.7,107,51.8
DAL,DAL vs. ATL,02/01/2020,W,48,123,99,24,59.1,2.89,19,21.6,75.9,50.5,9,57.4,60.9,100.5,60.5
WAS,WAS vs. BKN,02/01/2020,W,48,110.8,105.9,4.8,47.7,2.1,14.6,32.8,66.7,48.8,9.8,48.5,50.7,101.5,51.8
CLE,CLE vs. GSW,02/01/2020,L,48,110.9,129.7,-18.8,63.4,1.63,18.1,35.2,76.7,53.6,15.8,51.6,55.4,101,39.8
PHI,PHI @ BOS,02/01/2020,L,48,96.9,118.4,-21.4,48.4,1.07,11.6,29.1,72.9,49.5,14.3,41.1,48.6,98,37.9
IND,IND vs. NYK,02/01/2020,L,48,93.4,98.9,-5.5,65.6,1.91,17.9,10.2,68,39.4,12.1,47.4,49.9,92,42.8
ATL,ATL @ DAL,02/01/2020,L,48,99,123,-24,51.4,1.73,14.2,24.1,78.4,49.5,10.9,46.2,49.9,100.5,39.5
MIN,MIN @ LAC,02/01/2020,L,48,99.1,110.3,-11.2,70.6,1.41,16.9,21.2,75.5,48.6,15.9,44.6,52.9,107,48.2
BKN,BKN @ WAS,02/01/2020,L,48,105.9,110.8,-4.8,64.1,1.56,17.2,33.3,67.2,51.2,15.8,50,51.8,101.5,48.2
PHX,PHX vs. OKC,01/31/2020,L,48,109.2,112.1,-2.9,55.6,1,15.4,31.7,56.4,45.8,20.4,53.3,60.3,98.5,47.7
DEN,DEN @ MIL,01/31/2020,W,48,117.6,105.5,12.1,60.4,2.23,19.9,17.3,79.3,50,12,59,61.1,108.5,54.9
OKC,OKC @ PHX,01/31/2020,W,48,112.1,109.2,2.9,61.9,1.86,17.7,43.6,68.3,54.2,14.1,46.9,52,98.5,52.3
DAL,DAL @ HOU,01/31/2020,L,48,121,126.7,-5.7,67.4,1.71,19.9,36,75.9,56.7,17,55.6,59.4,100.5,49.2
POR,POR @ LAL,01/31/2020,W,48,117.6,110.2,7.4,51,3.57,17.7,15.7,66.1,42.7,6.5,57.2,59.8,108,53.4
TOR,TOR @ DET,01/31/2020,W,48,109.4,95.8,13.5,59.1,1.63,19.5,25.6,69.1,50,16.7,57.1,58.4,96,57.7
NOP,NOP vs. MEM,01/31/2020,W,48,129.9,104.7,25.2,58.8,1.58,19.1,45.7,77.2,63.1,17.8,61.6,65.3,106.5,64.5
CHI,CHI @ BKN,01/31/2020,L,48,113.5,130.4,-16.9,64.3,1.93,18.9,27.3,79.4,50,13.5,55.8,60.6,103,44
BKN,BKN vs. CHI,01/31/2020,W,48,130.4,113.5,16.9,62,1.55,22.3,20.6,72.7,50,19.6,71.9,73.1,103,56
DET,DET vs. TOR,01/31/2020,L,48,95.8,109.4,-13.5,64.3,1.06,13.8,30.9,74.4,50,17.7,42.4,49,96,42.3
MEM,MEM @ NOP,01/31/2020,L,48,104.7,129.9,-25.2,37.8,1.55,12.6,22.8,54.3,36.9,10.4,50,51.7,106.5,35.5
MIL,MIL vs. DEN,01/31/2020,L,48,105.5,117.6,-12.1,67.4,2.23,19.5,20.7,82.7,50,11.9,51.6,54,108.5,45.1
HOU,HOU vs. DAL,01/31/2020,W,48,126.7,121,5.7,55.6,3.57,18.1,24.1,64,43.3,6.9,56.6,59.9,100.5,50.8
LAL,LAL vs. POR,01/31/2020,L,48,110.2,117.6,-7.4,62.2,1.47,17.9,33.9,84.3,57.3,17.6,52.6,54.9,108,46.6
BOS,BOS vs. GSW,01/30/2020,W,48,114.4,100,14.4,64.3,1.17,18,40.4,88.6,63.7,22.1,56.3,60.9,104,55.8
CHA,CHA @ WAS,01/30/2020,L,48,109.2,123.5,-14.3,74.4,3.56,21.5,31.7,51.1,40,9.2,48,49.8,98,43.4
UTA,UTA @ DEN,01/30/2020,L,48,106.4,111.6,-5.2,66.7,1.5,18.9,20,73.3,46.7,17,57.1,58.5,94.5,44.1
ATL,ATL vs. PHI,01/30/2020,W,48,117.6,108.3,9.3,69,1.81,19.6,23.4,82.4,54.1,14.8,54.6,61.5,108,52.9
PHI,PHI @ ATL,01/30/2020,L,48,108.3,117.6,-9.3,57.9,1.83,15.8,17.6,76.6,45.9,11.1,51.8,57.5,108,47.1
LAC,LAC vs. SAC,01/30/2020,L,48,105.1,124,-18.9,74.3,1.73,18.3,30.5,72.7,48.5,15.3,45.1,50,99,36.9
CLE,CLE vs. TOR,01/30/2020,L,48,106.9,111.7,-4.8,54.8,1,16.1,36,78.7,56.7,22.5,53.9,56.7,102.5,47.4
TOR,TOR @ CLE,01/30/2020,W,48,111.7,106.9,4.8,56.1,1.64,16.9,21.3,64,43.3,13.6,56,59.7,102.5,52.6
GSW,GSW @ BOS,01/30/2020,L,48,100,114.4,-14.4,72.7,1.41,18,11.4,59.6,36.3,16.3,50.6,57.6,104,44.2
DEN,DEN vs. UTA,01/30/2020,W,48,111.6,106.4,5.2,62.5,2.5,18.9,26.7,80,53.3,10.5,52.4,56.2,94.5,55.9
WAS,WAS vs. CHA,01/30/2020,W,48,123.5,109.2,14.3,58.5,1.2,16.7,48.9,68.3,60,20.4,55.8,61.8,98,56.6
SAC,SAC @ LAC,01/30/2020,W,48,124,105.1,18.9,61.4,2.25,19.4,27.3,69.5,51.5,12,61.9,64.6,99,63.1
DET,DET @ BKN,01/29/2020,L,48,115,125,-10,59.5,1.56,18.2,27.9,78.3,53.9,16,56.6,60.3,100,46
CHI,CHI @ IND,01/29/2020,L,53,101,109.5,-8.6,57.8,1.3,18.7,18.2,65.9,42,19,56.5,57.9,95.09,46.3
UTA,UTA @ SAS,01/29/2020,L,48,116.5,127,-10.5,48.6,1.38,12.9,37.7,86.5,57.8,12.6,52.4,57.6,101.5,42.1
OKC,OKC @ SAC,01/29/2020,W,48,125,105.3,19.7,72.7,2.46,22.4,35.6,71.2,54.6,13.5,58.5,62,95.5,63.3
